Product Name,Quantity,Sell Price,Date Sold,Product Category,Unnamed: 5,Unnamed: 6,Unnamed: 7
Water Bottle 350mL (small),1.0,10.0,25/09/2020,DRINKS,,,
Poten-cee 500mg,2.0,16.0,25/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Tissue Roll,1.0,15.0,25/09/2020,HYGIENE,,,
Alcohol 250mL,1.0,65.0,25/09/2020,ALL MEDICAL SUPPLIES,,,
Buscopan 10mg,1.0,26.0,25/09/2020,GASTRO DRUGS,,,
Pharex Vit.B Complex,8.0,40.0,25/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Vitaplex-B B1 + B6 + B12,5.0,30.0,25/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Neobloc 50mg,5.0,30.0,25/09/2020,ALL HYPERTENSION,,,
Cloxacillin 500mg,5.0,35.0,25/09/2020,ANTIBIOTICS,,,
Biogesic 500mg,2.0,10.0,25/09/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,2.0,10.0,25/09/2020,ANTIBIOTICS,,,
Ascorbic Acid 500mg,4.0,20.0,25/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Toothpaste Sachet,1.0,6.0,25/09/2020,HYGIENE,,,
Mefenamic Acid (generic),10.0,30.0,25/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,2.0,10.0,25/09/2020,PAIN RELIEVERS,,,
Cetirizine 10mg,2.0,5.0,25/09/2020,ANTIHISTAMINES,,,
Alcohol 60mL,1.0,22.0,25/09/2020,ALL MEDICAL SUPPLIES,,,
Hivent Salbutamol Ampoule 2.5mL,3.0,45.0,25/09/2020,RESPIRATORY,,,
Nipple (small),1.0,10.0,25/09/2020,BABY PRODUCTS,,,
Aceite De Alcamforado 50mL,1.0,35.0,25/09/2020,GALENICALS,,,
Mefenamic Acid (generic),7.0,21.0,25/09/2020,PAIN RELIEVERS,,,
Cloxacillin 500mg,2.0,14.0,26/09/2020,ANTIBIOTICS,,,
Neozep,2.0,14.0,26/09/2020,RESPIRATORY,,,
Solmux,2.0,24.0,26/09/2020,RESPIRATORY,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,26/09/2020,PAIN RELIEVERS,,,
Flanax 550mg,3.0,78.0,26/09/2020,PAIN RELIEVERS,,,
Efficascent Oil Xtreme 50 mL,1.0,90.0,26/09/2020,GALENICALS,,,
Medicol Advance 200mg,11.0,93.5,26/09/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),2.0,6.0,26/09/2020,PAIN RELIEVERS,,,
Medicol Advance 200mg,1.0,8.5,26/09/2020,PAIN RELIEVERS,,,
Flanax 550mg,4.0,104.0,26/09/2020,PAIN RELIEVERS,,,
Cottonbuds (small pack),1.0,10.0,26/09/2020,ALL MEDICAL SUPPLIES,,,
Bioflu 10mg/2mg/500mg,4.0,40.0,26/09/2020,PAIN RELIEVERS,,,
Kojie San Skin Lightening Soap 65g,1.0,25.0,26/09/2020,HYGIENE,,,
Carbocisteine 500mg,2.0,16.0,26/09/2020,RESPIRATORY,,,
Cetirizine 10mg,1.0,2.5,26/09/2020,ANTIHISTAMINES,,,
Lagundi Tablet,20.0,120.0,26/09/2020,HERBAL MEDICINES,,,
Alcohol 250mL,1.0,65.0,26/09/2020,ALL MEDICAL SUPPLIES,,,
Folic Acid 5mg,10.0,50.0,26/09/2020,OB PRODUCTS,,,
Pharex Vit.B Complex,1.0,5.0,26/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Ascorbic Acid + Zinc 500mg/10mg,1.0,5.0,26/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Decolgen Forte 25mg/2mg/500mg,7.0,49.0,26/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,2.0,10.0,26/09/2020,PAIN RELIEVERS,,,
Kremil-S,8.0,76.0,26/09/2020,GASTRO DRUGS,,,
Alcohol 500mL,1.0,125.0,26/09/2020,ALL MEDICAL SUPPLIES,,,
Nipple (small),1.0,10.0,26/09/2020,BABY PRODUCTS,,,
Bonna 0-6 months 150g,1.0,115.0,26/09/2020,MILK SUPPLEMENTS,,,
Alcohol 500mL,1.0,105.0,26/09/2020,ALL MEDICAL SUPPLIES,,,
Pharex Vit.B Complex,10.0,70.0,26/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Tuseran Forte,2.0,24.0,26/09/2020,RESPIRATORY,,,
Biogesic 500mg,2.0,10.0,26/09/2020,PAIN RELIEVERS,,,
Diclofenac Sodium 100mg,4.0,20.0,26/09/2020,PAIN RELIEVERS,,,
Neozep,2.0,14.0,26/09/2020,RESPIRATORY,,,
Mefenamic Acid (generic),2.0,6.0,26/09/2020,PAIN RELIEVERS,,,
Shampoo (Sachet),1.0,6.0,27/09/2020,HYGIENE,,,
Diatabs 2mg,3.0,30.0,27/09/2020,GASTRO DRUGS,,,
Shampoo (Sachet),1.0,6.0,27/09/2020,HYGIENE,,,
Cloxacillin 500mg,2.0,20.0,27/09/2020,ANTIBIOTICS,,,
Celecoxib 200mg,3.0,21.0,27/09/2020,PAIN RELIEVERS,,,
Tuseran Forte,3.0,36.0,27/09/2020,RESPIRATORY,,,
Amoxicillin 500mg,3.0,15.0,27/09/2020,ANTIBIOTICS,,,
Face Mask,1.0,3.0,27/09/2020,ALL MEDICAL SUPPLIES,,,
Kojie San Skin Lightening Soap 65g,1.0,35.0,27/09/2020,HYGIENE,,,
Amoxicillin 500mg,2.0,10.0,27/09/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),2.0,6.0,27/09/2020,PAIN RELIEVERS,,,
Happy cotton,1.0,7.0,27/09/2020,ALL MEDICAL SUPPLIES,,,
Centrum Advance,3.0,45.0,27/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Ponstan 500mg,1.0,28.0,27/09/2020,PAIN RELIEVERS,,,
Amoxicillin 500mg,10.0,50.0,27/09/2020,ANTIBIOTICS,,,
Medical Tape (medium),1.0,55.0,27/09/2020,ALL MEDICAL SUPPLIES,,,
Water Bottle 350mL (small),1.0,10.0,27/09/2020,DRINKS,,,
Toothbrush,1.0,15.0,27/09/2020,HYGIENE,,,
Cloud 9,1.0,10.0,27/09/2020,FOODS,,,
Amlodipine 10mg,6.0,36.0,27/09/2020,ALL HYPERTENSION,,,
Losartan 50mg,6.0,30.0,27/09/2020,ALL HYPERTENSION,,,
Buscopan 10mg,4.0,104.0,27/09/2020,GASTRO DRUGS,,,
Face Shield,1.0,100.0,27/09/2020,ALL MEDICAL SUPPLIES,,,
Alcohol 500mL,1.0,105.0,27/09/2020,ALL MEDICAL SUPPLIES,,,
Modess Regular Pads,3.0,21.0,27/09/2020,HYGIENE,,,
Aceite De Manzanilla 15mL,1.0,12.0,27/09/2020,GALENICALS,,,
Mefenamic Acid Ritemed 500mg,3.0,21.0,27/09/2020,PAIN RELIEVERS,,,
Hivent Salbutamol Ampoule 2.5mL,1.0,15.0,27/09/2020,RESPIRATORY,,,
Salonpas Patch,2.0,16.0,27/09/2020,PAIN RELIEVERS,,,
Solmux,5.0,60.0,27/09/2020,RESPIRATORY,,,
Mefenamic Acid (generic),3.0,9.0,27/09/2020,PAIN RELIEVERS,,,
Alcohol 500mL,1.0,95.0,27/09/2020,ALL MEDICAL SUPPLIES,,,
Nipple (small),1.0,10.0,27/09/2020,BABY PRODUCTS,,,
Freeda Violet Napkin,1.0,25.0,28/09/2020,HYGIENE,,,
Diclofenac Sodium 100mg,7.0,35.0,28/09/2020,PAIN RELIEVERS,,,
White Flower 1.5mL,1.0,30.0,28/09/2020,GALENICALS,,,
Tissue Roll,1.0,15.0,28/09/2020,HYGIENE,,,
Johnson's Baby Powder White 25g,1.0,20.0,28/09/2020,BABY PRODUCTS,,,
Biogesic 500mg,6.0,30.0,28/09/2020,PAIN RELIEVERS,,,
Cetirizine 10mg,10.0,25.0,28/09/2020,ANTIHISTAMINES,,,
Pregnancy Test,1.0,35.0,28/09/2020,ALL MEDICAL SUPPLIES,,,
Alaxan FR 400mg,2.0,20.0,28/09/2020,PAIN RELIEVERS,,,
Face Mask,2.0,5.0,28/09/2020,ALL MEDICAL SUPPLIES,,,
Hivent Salbutamol Ampoule 2.5mL,3.0,45.0,28/09/2020,RESPIRATORY,,,
Hivent Salbutamol Ampoule 2.5mL,2.0,30.0,28/09/2020,RESPIRATORY,,,
Amoxicillin 500mg,15.0,75.0,28/09/2020,ANTIBIOTICS,,,
Mefenamic Acid (generic),6.0,18.0,28/09/2020,PAIN RELIEVERS,,,
Poten-cee 500mg,20.0,160.0,28/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Ascorbic Acid 500mg,2.0,10.0,28/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Cotrimoxazole 480mg,14.0,70.0,28/09/2020,ANTIBIOTICS,,,
Mefenamic Acid Ritemed 500mg,3.0,21.0,28/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,4.0,20.0,28/09/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,2.0,20.0,28/09/2020,PAIN RELIEVERS,,,
Toothbrush,1.0,15.0,28/09/2020,HYGIENE,,,
Mefenamic Acid (generic),1.0,5.0,28/09/2020,PAIN RELIEVERS,,,
Flugard 500mg,1.0,5.0,28/09/2020,PAIN RELIEVERS,,,
Metoprolol 50mg/100mg,5.0,30.0,28/09/2020,ALL HYPERTENSION,,,
Cloxacillin 500mg,2.0,16.0,28/09/2020,ANTIBIOTICS,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,28/09/2020,PAIN RELIEVERS,,,
Advil 200mg,2.0,24.0,29/09/2020,PAIN RELIEVERS,,,
Medicol Advance 200mg,2.0,20.0,29/09/2020,PAIN RELIEVERS,,,
Katinko Ointment,2.0,70.0,29/09/2020,GALENICALS,,,
Face Mask,1.0,10.0,29/09/2020,ALL MEDICAL SUPPLIES,,,
Baby Feeding Bottle (small),1.0,55.0,29/09/2020,BABY PRODUCTS,,,
Nipple (small),1.0,10.0,29/09/2020,BABY PRODUCTS,,,
Mefenamic Acid (generic),2.0,6.0,29/09/2020,PAIN RELIEVERS,,,
Celecoxib 200mg,2.0,14.0,29/09/2020,PAIN RELIEVERS,,,
Co-amoxiclav 625mg,14.0,280.0,29/09/2020,ANTIBIOTICS,,,
Cetirizine 10mg,7.0,28.0,29/09/2020,ANTIHISTAMINES,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,29/09/2020,GALENICALS,,,
Hydrogen Peroxide,1.0,35.0,29/09/2020,ALL MEDICAL SUPPLIES,,,
Trust Pills 75mg,1.0,55.0,29/09/2020,CONTRACEPTIVES,,,
Hivent Salbutamol Ampoule 2.5mL,2.0,30.0,29/09/2020,RESPIRATORY,,,
Solmux,6.0,60.0,29/09/2020,RESPIRATORY,,,
Hivent Salbutamol Ampoule 2.5mL,4.0,60.0,29/09/2020,RESPIRATORY,,,
Katinko Ointment,1.0,35.0,29/09/2020,GALENICALS,,,
Broncolin Salbutamol Ampoule 2.5mL,13.0,260.0,29/09/2020,RESPIRATORY,,,
Cotrimoxazole 480mg,8.0,40.0,29/09/2020,ANTIBIOTICS,,,
Biogesic 500mg,2.0,10.0,29/09/2020,PAIN RELIEVERS,,,
Biogesic 500mg,3.0,15.0,29/09/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,1.0,10.0,29/09/2020,PAIN RELIEVERS,,,
Shampoo (Sachet),1.0,6.0,29/09/2020,HYGIENE,,,
Gauze Bandage (small),3.0,60.0,29/09/2020,ALL MEDICAL SUPPLIES,,,
Enervon,20.0,200.0,29/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Ponstan 500mg,1.0,28.0,29/09/2020,PAIN RELIEVERS,,,
Cloxacillin 500mg,2.0,16.0,29/09/2020,ANTIBIOTICS,,,
Salonpas Patch,2.0,16.0,29/09/2020,PAIN RELIEVERS,,,
Baby Wipes,1.0,70.0,30/09/2020,BABY PRODUCTS,,,
Decolgen Forte 25mg/2mg/500mg,4.0,32.0,30/09/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,3.0,30.0,30/09/2020,PAIN RELIEVERS,,,
Johnson's Baby Powder 25g,1.0,20.0,30/09/2020,BABY PRODUCTS,,,
Losartan 100mg,10.0,70.0,30/09/2020,ALL HYPERTENSION,,,
Metformin 500mg,10.0,60.0,30/09/2020,GASTRO DRUGS,,,
Mefenamic Acid Ritemed 500mg,1.0,7.0,30/09/2020,PAIN RELIEVERS,,,
Skyflakes,1.0,7.0,30/09/2020,FOODS,,,
Flanax 550mg,1.0,26.0,30/09/2020,PAIN RELIEVERS,,,
Kremil-S,2.0,19.0,30/09/2020,GASTRO DRUGS, ,,
Water Bottle 1L (large),1.0,22.0,30/09/2020,DRINKS,,,
Ponstan 500mg,3.0,84.0,30/09/2020,PAIN RELIEVERS,,,
Centrum Advance,2.0,30.0,30/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Cloxacillin 500mg,4.0,32.0,30/09/2020,ANTIBIOTICS,,,
Ascorbic Acid 500mg,4.0,20.0,30/09/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Mefenamic Acid (generic),2.0,6.0,30/09/2020,PAIN RELIEVERS,,,
Cotrimoxazole 480mg,3.0,15.0,30/09/2020,ANTIBIOTICS,,,
Omeprazole 20mg,3.0,15.0,30/09/2020,GASTRO DRUGS,,,
Kremil-S,3.0,29.0,30/09/2020,GASTRO DRUGS,,,
Amlodipine 10mg,1.0,6.0,30/09/2020,ALL HYPERTENSION,,,
Pregnancy Test,1.0,35.0,30/09/2020,ALL MEDICAL SUPPLIES,,,
Saridon,2.0,14.0,01/10/2020,PAIN RELIEVERS,,,
Biogesic 500mg,1.0,5.0,01/10/2020,PAIN RELIEVERS,,,
Medical Gloves,1.0,5.0,01/10/2020,ALL MEDICAL SUPPLIES,,,
Syringe 3 CC,1.0,6.0,01/10/2020,ALL MEDICAL SUPPLIES,,,
Efficascent Oil Xtreme 25 mL,1.0,50.0,01/10/2020,GALENICALS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,01/10/2020,PAIN RELIEVERS,,,
Biogesic 500mg,4.0,20.0,01/10/2020,PAIN RELIEVERS,,,
Solmux,2.0,24.0,01/10/2020,RESPIRATORY,,,
Neozep,3.0,21.0,01/10/2020,RESPIRATORY,,,
Alaxan FR 400mg,1.0,10.0,01/10/2020,PAIN RELIEVERS,,,
Cotrimoxazole 480mg,4.0,20.0,01/10/2020,ANTIBIOTICS,,,
Biogesic 500mg,4.0,20.0,01/10/2020,PAIN RELIEVERS,,,
Neozep,4.0,28.0,01/10/2020,RESPIRATORY,,,
Flugard 500mg,4.0,20.0,01/10/2020,PAIN RELIEVERS,,,
Cloxacillin 500mg,2.0,16.0,01/10/2020,ANTIBIOTICS,,,
Flanax 550mg,1.0,26.0,01/10/2020,PAIN RELIEVERS,,,
Gauze Bandage (small),8.0,48.0,01/10/2020,ALL MEDICAL SUPPLIES,,,
Kremil-S,2.0,19.0,01/10/2020,GASTRO DRUGS,,,
Katinko Ointment,1.0,35.0,01/10/2020,GALENICALS,,,
Celecoxib 200mg,10.0,70.0,01/10/2020,PAIN RELIEVERS,,,
Cottonbuds (small pack),1.0,10.0,01/10/2020,ALL MEDICAL SUPPLIES,,,
Shampoo (Sachet),1.0,6.0,02/10/2020,HYGIENE,,,
Ciprofloxacin 500mg,3.0,18.0,02/10/2020,ANTIBIOTICS,,,
Biogesic 500mg,4.0,20.0,02/10/2020,PAIN RELIEVERS,,,
Salbutamol 2mg,2.0,10.0,02/10/2020,RESPIRATORY,,,
Broncolin Salbutamol Ampoule 2.5mL,1.0,20.0,02/10/2020,RESPIRATORY,,,
Omeprazole 20mg,80.0,400.0,02/10/2020,GASTRO DRUGS,,,
Cloxacillin 500mg,6.0,48.0,02/10/2020,ANTIBIOTICS,,,
Pregnancy Test,1.0,35.0,02/10/2020,ALL MEDICAL SUPPLIES,,,
Petroleum Jelly (generic),1.0,40.0,02/10/2020,CREAM AND OINTMENTS,,,
Sebo De Macho,1.0,18.0,02/10/2020,CREAM AND OINTMENTS,,,
Biogesic 500mg,2.0,10.0,02/10/2020,PAIN RELIEVERS,,,
Johnson's Baby Powder Pink 25g,1.0,20.0,02/10/2020,BABY PRODUCTS,,,
Cetirizine 10mg,4.0,10.0,02/10/2020,ANTIHISTAMINES,,,
Kremil-S,1.0,95.0,02/10/2020,GASTRO DRUGS,,,
Water Bottle 1L (large),1.0,22.0,02/10/2020,DRINKS,,,
Amoxicillin 500mg,12.0,60.0,02/10/2020,ANTIBIOTICS,,,
Mupirocin 20mg,2.0,318.0,02/10/2020,CREAM AND OINTMENTS,,,
Omeprazole 20mg,5.0,25.0,02/10/2020,GASTRO DRUGS,,,
Cottonbuds (small pack),1.0,10.0,02/10/2020,ALL MEDICAL SUPPLIES,,,
Alaxan FR 400mg,1.0,10.0,02/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid Ritemed 500mg,2.0,14.0,02/10/2020,PAIN RELIEVERS,,,
Povidone Iodine 120 mL,1.0,90.0,02/10/2020,ALL MEDICAL SUPPLIES,,,
Happy Cotton,1.0,7.0,02/10/2020,,,,
Flanax 550mg,1.0,26.0,02/10/2020,PAIN RELIEVERS,,,
Celecoxib 200mg,1.0,7.0,02/10/2020,PAIN RELIEVERS,,,
Solmux,1.0,12.0,02/10/2020,RESPIRATORY,,,
Biogesic 500mg,3.0,15.0,02/10/2020,PAIN RELIEVERS,,,
Neozep,3.0,21.0,02/10/2020,RESPIRATORY,,,
Mefenamic Acid (generic),30.0,90.0,02/10/2020,PAIN RELIEVERS,,,
Dr. Wong's Sulfur Scented Soap 135g,1.0,55.0,02/10/2020,HYGIENE,,,
Rexona Deodorant,1.0,70.0,02/10/2020,HYGIENE,,,
Multigo Multivitamins + Iron,10.0,60.0,02/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Amlodipine 10mg,2.0,12.0,02/10/2020,ALL HYPERTENSION,,,
Flanax 550mg,2.0,52.0,03/10/2020,PAIN RELIEVERS,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,03/10/2020,PAIN RELIEVERS,,,
Multigo Multivitamins + Iron,2.0,12.0,03/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Losartan 50mg,10.0,50.0,03/10/2020,ALL HYPERTENSION,,,
Broncolin Salbutamol Ampoule 2.5mL,1.0,20.0,03/10/2020,RESPIRATORY,,,
Bonamil 6-12 months 150g,2.0,230.0,03/10/2020,MILK SUPPLEMENTS,,,
Saridon,4.0,28.0,03/10/2020,PAIN RELIEVERS,,,
Band Aid,1.0,80.0,03/10/2020,ALL MEDICAL SUPPLIES,,,
EQ Dry (newborn) 22pcs,1.0,130.0,03/10/2020,BABY PRODUCTS,,,
Bonna 0-6 months 150g,1.0,110.0,03/10/2020,MILK SUPPLEMENTS,,,
Face Mask,2.0,20.0,03/10/2020,ALL MEDICAL SUPPLIES,,,
Kremil-S,3.0,29.0,03/10/2020,GASTRO DRUGS,,,
Bioflu 10mg/2mg/500mg,2.0,20.0,03/10/2020,PAIN RELIEVERS,,,
Cotrimoxazole 480mg,10.0,50.0,03/10/2020,ANTIBIOTICS,,,
Kremil-S,1.0,9.5,03/10/2020,GASTRO DRUGS,,,
Multigo Multivitamins + Iron,2.0,12.0,03/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Saridon,4.0,28.0,03/10/2020,PAIN RELIEVERS,,,
Cloxacillin 500mg,3.0,24.0,03/10/2020,ANTIBIOTICS,,,
Tiki-tiki Star Syrup 120mL,1.0,100.0,03/10/2020,PEDIA BOTTLES,,,
Kiddie Prime 120mL,1.0,150.0,03/10/2020,PEDIA BOTTLES,,,
Amoxicillin 500mg,11.0,88.0,03/10/2020,ANTIBIOTICS,,,
Solmux,2.0,24.0,03/10/2020,RESPIRATORY,,,
Alaxan FR 400mg,1.0,10.0,03/10/2020,PAIN RELIEVERS,,,
Celecoxib 200mg,5.0,35.0,03/10/2020,PAIN RELIEVERS,,,
Johnson's Baby Powder Pink 50g,1.0,35.0,03/10/2020,BABY PRODUCTS,,,
Tissue Roll,1.0,15.0,03/10/2020,HYGIENE,,,
Ascorbic Acid 500mg,1.0,5.0,03/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Celecoxib 200mg,1.0,7.0,03/10/2020,PAIN RELIEVERS,,,
Shampoo (Sachet),1.0,6.0,03/10/2020,HYGIENE,,,
Petroleum Jelly (generic),1.0,25.0,03/10/2020,CREAM AND OINTMENTS,,,
Cetirizine 10mg,10.0,25.0,03/10/2020,ANTIHISTAMINES,,,
Poten-cee 500mg,10.0,80.0,03/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Mefenamic Acid (generic),7.0,21.0,03/10/2020,PAIN RELIEVERS,,,
Salonpas Patch,2.0,16.0,03/10/2020,PAIN RELIEVERS,,,
Salonpas Patch,4.0,32.0,03/10/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,2.0,20.0,03/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid Ritemed 500mg,2.0,14.0,03/10/2020,PAIN RELIEVERS,,,
Biogesic 500mg,1.0,5.0,03/10/2020,PAIN RELIEVERS,,,
Face Mask,2.0,5.0,03/10/2020,ALL MEDICAL SUPPLIES,,,
Bonna 0-6 months 150g,1.0,115.0,03/10/2020,MILK SUPPLEMENTS,,,
Mefenamic Acid (generic),10.0,30.0,03/10/2020,PAIN RELIEVERS,,,
Alaxan FR 400mg,1.0,10.0,03/10/2020,PAIN RELIEVERS,,,
Modess All Night Pads 4 Pads,4.0,60.0,03/10/2020,HYGIENE,,,
Nature's Spring Purified Drinking Water 10L,1.0,95.0,03/10/2020,DRINKS,,,
Amlodipine 5mg,10.0,50.0,03/10/2020,ALL HYPERTENSION,,,
Ambroxol 30mg,1.0,53.0,03/10/2020,RESPIRATORY,,,
Nestogen 1 135g,1.0,70.0,03/10/2020,COFFEE TEAS AND MILKS,,,
Face Mask,1.0,10.0,04/10/2020,ALL MEDICAL SUPPLIES,,,
Povidone Iodine 15 mL,1.0,30.0,04/10/2020,ALL MEDICAL SUPPLIES,,,
Flanax 550mg,5.0,130.0,04/10/2020,PAIN RELIEVERS,,,
pH Care 50mL,1.0,150.0,04/10/2020,HYGIENE,,,
Diclofenac Sodium 100mg,1.0,5.0,04/10/2020,PAIN RELIEVERS,,,
Medical Gloves,10.0,50.0,04/10/2020,ALL MEDICAL SUPPLIES,,,
Cotrimoxazole 480mg,20.0,100.0,04/10/2020,ANTIBIOTICS,,,
Metronidazole 500mg,4.0,20.0,04/10/2020,ANTIBIOTICS,,,
Medical Gloves,4.0,20.0,04/10/2020,ALL MEDICAL SUPPLIES,,,
Omega 30 mL,1.0,45.0,04/10/2020,GALENICALS,,,
Nature's Spring Purified Drinking Water 10L,1.0,95.0,04/10/2020,DRINKS,,,
Hand Sanitizer,1.0,55.0,04/10/2020,HYGIENE,,,
Amlodipine 10mg,6.0,36.0,04/10/2020,ALL HYPERTENSION,,,
Losartan 50mg,6.0,30.0,04/10/2020,ALL HYPERTENSION,,,
Neozep,6.0,42.0,04/10/2020,RESPIRATORY,,,
Salonpas Patch,2.0,16.0,04/10/2020,PAIN RELIEVERS,,,
Sinudrin Drops 15mL,1.0,49.0,04/10/2020,PEDIA BOTTLES,,,
Cherifer Drops 30mL,1.0,155.0,04/10/2020,PEDIA BOTTLES,,,
Mefenamic Acid (generic),2.0,6.0,04/10/2020,PAIN RELIEVERS,,,
BL Cream,1.0,35.0,04/10/2020,CREAM AND OINTMENTS,,,
Advil 200mg,2.0,24.0,04/10/2020,PAIN RELIEVERS,,,
Solmux,2.0,24.0,04/10/2020,RESPIRATORY,,,
Mefenamic Acid (generic),1.0,3.0,04/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),2.0,6.0,05/10/2020,PAIN RELIEVERS,,,
Tawas,1.0,12.0,05/10/2020,HYGIENE,,,
Band Aid,1.0,1.0,05/10/2020,ALL MEDICAL SUPPLIES,,,
Mefenamic Acid Ritemed 500mg,1.0,7.0,05/10/2020,PAIN RELIEVERS,,,
Cloxacillin 500mg,4.0,32.0,05/10/2020,ANTIBIOTICS,,,
Biogesic 500mg,3.0,15.0,05/10/2020,PAIN RELIEVERS,,,
BL Cream,1.0,35.0,05/10/2020,CREAM AND OINTMENTS,,,
Tempra Syrup 1-5 years 60mL,1.0,170.0,05/10/2020,PEDIA BOTTLES,,,
Ascof Forte Lagundi 600mg,2.0,20.0,05/10/2020,HERBAL MEDICINES,,,
Cetirizine 10mg,2.0,5.0,05/10/2020,ANTIHISTAMINES,,,
Ascorbic Acid 500mg,4.0,20.0,05/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Saridon,2.0,14.0,05/10/2020,PAIN RELIEVERS,,,
Mefenamic Acid (generic),1.0,3.0,05/10/2020,PAIN RELIEVERS,,,
Biogesic 500mg,2.0,10.0,05/10/2020,PAIN RELIEVERS,,,
Multigo Multivitamins + Iron,2.0,12.0,05/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Efficascent Oil 25 mL,1.0,40.0,05/10/2020,GALENICALS,,,
Alcohol 60mL,1.0,22.0,05/10/2020,ALL MEDICAL SUPPLIES,,,
Vitaplex-B B1 + B6 + B12,3.0,18.0,05/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Nipple (small),1.0,10.0,05/10/2020,BABY PRODUCTS,,,
Cefalexin 500mg,21.0,168.0,05/10/2020,ANTIBIOTICS,,,
Symdex-D Drops 15mL,1.0,59.0,05/10/2020,PAIN RELIEVERS,,,
Face Mask,1.0,2.5,05/10/2020,ALL MEDICAL SUPPLIES,,,
Trust Pills 75mg,1.0,55.0,05/10/2020,CONTRACEPTIVES,,,
Mefenamic Acid (generic),3.0,12.0,06/10/2020,PAIN RELIEVERS,,,
Alcohol 250mL,1.0,65.0,06/10/2020,ALL MEDICAL SUPPLIES,,,
Biogesic 500mg,6.0,30.0,06/10/2020,PAIN RELIEVERS,,,
Face Shield,1.0,40.0,06/10/2020,ALL MEDICAL SUPPLIES,,,
Cottonbuds (small pack),1.0,10.0,06/10/2020,ALL MEDICAL SUPPLIES,,,
Ascorbic Acid 500mg,1.0,5.0,06/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Diclofenac Sodium 100mg,1.0,5.0,06/10/2020,PAIN RELIEVERS,,,
Ferrous Sulfate 500mg,5.0,25.0,06/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Amoxicillin 500mg,3.0,15.0,06/10/2020,ANTIBIOTICS,,,
Centrum Advance,2.0,30.0,06/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Dolfenal 500mg,2.0,52.0,06/10/2020,PAIN RELIEVERS,,,
Sambong 500mg,5.0,50.0,06/10/2020,HERBAL MEDICINES,,,
Cloxacillin 500mg,2.0,16.0,06/10/2020,ANTIBIOTICS,,,
Nipple (small),1.0,10.0,06/10/2020,BABY PRODUCTS,,,
Centrum Advance,2.0,20.0,06/10/2020,ADULT VITAMINS AND SUPPLEMENTS,,,
Bioflu 10mg/2mg/500mg,1.0,10.0,06/10/2020,PAIN RELIEVERS,,,
Cotrimoxazole 480mg,5.0,30.0,06/10/2020,ANTIBIOTICS,,,
Happy cotton,1.0,7.0,06/10/2020,ALL MEDICAL SUPPLIES,,,
Vicks VapoRub (small),1.0,32.0,06/10/2020,GALENICALS,,,
Mefenamic Acid (generic),1.0,6.0,06/10/2020,PAIN RELIEVERS,,,
Maxi-Peel Sun Protection Cream Sachet 15g,1.0,20.0,06/10/2020,COSMETICS,,,
Cetirizine 10mg,2.0,5.0,06/10/2020,ANTIHISTAMINES,,,
White Flower 1.5mL,1.0,30.0,06/10/2020,GALENICALS,,,
